               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 315,            0.018798,           0.0057025,           0.0059653,             0.95018,             0.98436,             0.96702,             0.77203,            0.012441,           0.0030129,           0.0027766,           0.0037828,           0.0037828,           0.0037828
                 316,            0.021691,           0.0077348,           0.0048676,             0.95018,             0.98436,             0.96702,             0.77203,            0.012441,           0.0030129,           0.0027766,            0.003763,            0.003763,            0.003763
                 317,            0.018455,           0.0070652,           0.0071351,              0.9483,             0.98627,             0.96529,             0.79504,            0.010314,           0.0028719,            0.002763,           0.0037432,           0.0037432,           0.0037432
                 318,            0.018402,           0.0071974,           0.0073409,             0.94676,             0.99755,             0.96529,             0.82597,             0.01066,           0.0029285,           0.0026645,           0.0037234,           0.0037234,           0.0037234
                 319,            0.019832,           0.0076185,           0.0058145,             0.95178,              0.9995,             0.96375,             0.82451,           0.0087878,           0.0028282,           0.0026702,           0.0037036,           0.0037036,           0.0037036
                 320,            0.019157,           0.0062668,           0.0073652,             0.95178,              0.9995,             0.96375,             0.82451,           0.0087878,           0.0028282,           0.0026702,           0.0036838,           0.0036838,           0.0036838
                 321,            0.016391,           0.0064202,           0.0049878,             0.95004,             0.99792,             0.96375,             0.85316,           0.0071252,           0.0026967,           0.0026702,            0.003664,            0.003664,            0.003664
                 322,            0.014985,           0.0060848,           0.0051719,             0.94816,             0.99718,             0.96531,             0.87055,           0.0082354,           0.0027226,           0.0026625,           0.0036442,           0.0036442,           0.0036442
                 323,            0.018222,           0.0067681,           0.0066368,              0.9423,             0.99735,             0.96162,             0.80523,            0.012067,           0.0029427,           0.0027059,           0.0036244,           0.0036244,           0.0036244
                 324,            0.022446,           0.0077182,            0.004037,              0.9423,             0.99735,             0.96162,             0.80523,            0.012067,           0.0029427,           0.0027059,           0.0036046,           0.0036046,           0.0036046
                 325,            0.019727,            0.006424,           0.0052095,             0.94876,             0.98747,             0.96375,             0.84212,            0.010261,             0.00284,           0.0027444,           0.0035848,           0.0035848,           0.0035848
                 326,            0.018853,           0.0069053,            0.004586,             0.94875,              0.9881,              0.9594,             0.82527,           0.0089674,            0.002751,           0.0027273,            0.003565,            0.003565,            0.003565
                 327,            0.020629,            0.007432,           0.0049813,             0.94881,             0.98975,              0.9594,             0.86956,           0.0080284,           0.0027053,            0.002671,           0.0035452,           0.0035452,           0.0035452
                 328,            0.015362,           0.0059623,           0.0052089,             0.94881,             0.98975,              0.9594,             0.86956,           0.0080284,           0.0027053,            0.002671,           0.0035254,           0.0035254,           0.0035254
                 329,            0.016724,           0.0069893,            0.005345,             0.94897,             0.99237,              0.9575,             0.86031,           0.0072635,            0.002645,           0.0026175,           0.0035056,           0.0035056,           0.0035056
                 330,            0.016749,           0.0071142,           0.0050482,             0.94898,             0.99221,             0.95747,             0.81999,             0.01013,           0.0027933,           0.0025944,           0.0034858,           0.0034858,           0.0034858
                 331,            0.019516,            0.006938,           0.0054474,             0.94917,             0.99415,              0.9594,               0.785,           0.0096501,           0.0027905,           0.0025494,            0.003466,            0.003466,            0.003466
                 332,            0.018107,           0.0075251,           0.0092903,             0.94917,             0.99415,              0.9594,               0.785,           0.0096501,           0.0027905,           0.0025494,           0.0034462,           0.0034462,           0.0034462
                 333,            0.018488,           0.0071892,            0.011062,             0.94951,             0.99731,             0.96131,             0.84774,           0.0081579,           0.0026806,           0.0025243,           0.0034264,           0.0034264,           0.0034264
                 334,            0.017769,           0.0067234,           0.0048266,             0.94892,             0.98874,             0.95995,             0.83864,            0.009812,           0.0027468,           0.0026256,           0.0034066,           0.0034066,           0.0034066
                 335,            0.019007,           0.0077707,           0.0075348,             0.94879,             0.98637,             0.95774,             0.82517,           0.0083369,           0.0026641,           0.0026795,           0.0033868,           0.0033868,           0.0033868
                 336,            0.016979,           0.0070693,           0.0039319,             0.94879,             0.98637,             0.95774,             0.82517,           0.0083369,           0.0026641,           0.0026795,            0.003367,            0.003367,            0.003367
                 337,            0.018094,           0.0063602,           0.0062498,             0.94876,             0.98637,             0.95995,             0.86949,           0.0082897,           0.0026118,           0.0026722,           0.0033472,           0.0033472,           0.0033472
                 338,            0.015807,           0.0068055,           0.0049366,             0.94868,             0.98606,             0.96329,             0.79523,           0.0094029,            0.002717,            0.002684,           0.0033274,           0.0033274,           0.0033274
                 339,            0.018256,           0.0071997,           0.0040888,             0.94875,             0.98711,             0.96329,             0.84621,           0.0090546,           0.0026679,           0.0026568,           0.0033076,           0.0033076,           0.0033076
                 340,            0.018501,           0.0067801,           0.0058903,             0.94875,             0.98711,             0.96329,             0.84621,           0.0090546,           0.0026679,           0.0026568,           0.0032878,           0.0032878,           0.0032878
                 341,            0.016145,           0.0069781,           0.0069038,             0.94903,             0.99302,             0.96345,              0.8681,             0.00709,           0.0025321,           0.0025636,            0.003268,            0.003268,            0.003268
                 342,            0.015489,           0.0063786,           0.0049578,             0.95045,             0.99788,             0.96329,             0.82234,           0.0088083,            0.002673,           0.0025235,           0.0032482,           0.0032482,           0.0032482
                 343,            0.018076,           0.0072498,           0.0079444,             0.95208,             0.99961,             0.96345,             0.83363,           0.0096803,           0.0027037,           0.0025316,           0.0032284,           0.0032284,           0.0032284
                 344,             0.02137,           0.0070084,           0.0058097,             0.95208,             0.99961,             0.96345,             0.83363,           0.0096803,           0.0027037,           0.0025316,           0.0032086,           0.0032086,           0.0032086
                 345,            0.016753,            0.006157,           0.0043994,             0.95094,             0.99844,             0.96131,             0.87014,           0.0076996,           0.0026051,           0.0025464,           0.0031888,           0.0031888,           0.0031888
                 346,            0.016885,           0.0061195,           0.0083502,             0.95016,             0.99346,             0.96131,             0.86032,           0.0083451,           0.0026785,           0.0025606,            0.003169,            0.003169,            0.003169
                 347,            0.018359,           0.0072658,           0.0051579,             0.95031,             0.98989,             0.96345,             0.84904,           0.0080451,           0.0026885,           0.0025887,           0.0031492,           0.0031492,           0.0031492
                 348,            0.016472,            0.005345,           0.0057015,             0.95031,             0.98989,             0.96345,             0.84904,           0.0080451,           0.0026885,           0.0025887,           0.0031294,           0.0031294,           0.0031294
                 349,            0.015693,           0.0069628,           0.0054458,             0.95026,             0.99119,              0.9617,              0.7855,           0.0098436,           0.0028464,           0.0025991,           0.0031096,           0.0031096,           0.0031096
                 350,            0.016679,            0.006243,           0.0077527,             0.95225,             0.99985,              0.9617,             0.83983,           0.0085369,           0.0027349,           0.0025573,           0.0030898,           0.0030898,           0.0030898
                 351,            0.017341,           0.0066345,           0.0084889,              0.9511,             0.99884,             0.96345,             0.80664,           0.0088869,           0.0027441,           0.0025334,             0.00307,             0.00307,             0.00307
                 352,            0.015596,           0.0073554,           0.0060202,              0.9511,             0.99884,             0.96345,             0.80664,           0.0088869,           0.0027441,           0.0025334,           0.0030502,           0.0030502,           0.0030502
                 353,            0.014832,           0.0066135,           0.0074344,             0.95024,             0.99808,             0.96529,              0.8175,           0.0079775,           0.0026593,           0.0025216,           0.0030304,           0.0030304,           0.0030304
                 354,             0.01484,           0.0069862,           0.0072539,             0.94667,             0.99724,             0.96529,             0.88146,           0.0074744,           0.0026793,           0.0025527,           0.0030106,           0.0030106,           0.0030106
                 355,            0.016516,           0.0061426,           0.0080866,             0.94261,             0.99736,             0.96375,             0.86948,           0.0078274,            0.002645,           0.0026291,           0.0029908,           0.0029908,           0.0029908
                 356,            0.020454,           0.0081019,           0.0056091,             0.94261,             0.99736,             0.96375,             0.86948,           0.0078274,            0.002645,           0.0026291,            0.002971,            0.002971,            0.002971
                 357,             0.01733,           0.0070801,           0.0068525,             0.94082,             0.99737,             0.96375,              0.8913,            0.008702,           0.0027131,           0.0027109,           0.0029512,           0.0029512,           0.0029512
                 358,            0.017971,           0.0070169,           0.0047785,             0.93876,             0.99723,             0.96375,             0.85783,           0.0093111,           0.0028631,           0.0028384,           0.0029314,           0.0029314,           0.0029314
                 359,            0.019544,           0.0083476,            0.006543,             0.93808,             0.99715,             0.96375,             0.86498,           0.0076505,           0.0027432,           0.0029239,           0.0029116,           0.0029116,           0.0029116
                 360,            0.017781,           0.0069951,            0.008338,             0.93808,             0.99715,             0.96375,             0.86498,           0.0076505,           0.0027432,           0.0029239,           0.0028918,           0.0028918,           0.0028918
                 361,            0.013242,           0.0058245,           0.0080234,             0.93745,             0.99706,             0.96375,             0.89171,           0.0068894,           0.0026716,            0.002962,            0.002872,            0.002872,            0.002872
                 362,            0.016706,           0.0058469,           0.0050177,             0.93955,             0.99715,             0.96375,             0.80643,            0.010598,           0.0029634,            0.002853,           0.0028522,           0.0028522,           0.0028522
                 363,            0.021906,           0.0072875,           0.0042328,             0.94079,             0.99717,             0.96375,             0.88219,            0.007063,           0.0026721,           0.0027926,           0.0028324,           0.0028324,           0.0028324
                 364,            0.017199,           0.0062638,           0.0058277,             0.94079,             0.99717,             0.96375,             0.88219,            0.007063,           0.0026721,           0.0027926,           0.0028126,           0.0028126,           0.0028126
                 365,            0.013572,           0.0068453,            0.005964,             0.94251,             0.99727,             0.96609,             0.88175,           0.0063541,           0.0026028,           0.0027251,           0.0027928,           0.0027928,           0.0027928
                 366,            0.015458,           0.0065101,           0.0082948,             0.94505,             0.99743,             0.96756,             0.89288,           0.0063857,           0.0025654,           0.0026108,            0.002773,            0.002773,            0.002773
                 367,            0.012936,           0.0073195,           0.0054792,             0.94654,             0.99758,             0.96531,             0.83427,            0.011359,           0.0029794,           0.0025482,           0.0027532,           0.0027532,           0.0027532
                 368,            0.021755,           0.0057089,           0.0055324,             0.94654,             0.99758,             0.96531,             0.83427,            0.011359,           0.0029794,           0.0025482,           0.0027334,           0.0027334,           0.0027334
                 369,             0.01956,           0.0066358,           0.0048579,             0.94957,             0.99767,             0.96719,             0.87951,            0.010256,           0.0028987,           0.0024912,           0.0027136,           0.0027136,           0.0027136
                 370,            0.016759,           0.0073965,           0.0073906,             0.95043,             0.99879,             0.96933,             0.88736,            0.007568,            0.002681,           0.0024517,           0.0026938,           0.0026938,           0.0026938
                 371,            0.019472,           0.0061778,           0.0062185,             0.95023,             0.99837,             0.96933,              0.8839,           0.0077769,           0.0026706,            0.002427,            0.002674,            0.002674,            0.002674
                 372,            0.016475,           0.0063803,           0.0064151,             0.95023,             0.99837,             0.96933,              0.8839,           0.0077769,           0.0026706,            0.002427,           0.0026542,           0.0026542,           0.0026542
                 373,            0.016475,           0.0058421,           0.0038816,             0.95072,             0.99905,             0.96719,             0.88769,            0.007609,           0.0026567,           0.0024003,           0.0026344,           0.0026344,           0.0026344
                 374,            0.014596,           0.0064244,           0.0056207,             0.95091,             0.99926,             0.96719,             0.90102,           0.0071809,            0.002604,           0.0023731,           0.0026146,           0.0026146,           0.0026146
                 375,            0.014336,           0.0070563,           0.0079794,             0.95065,             0.99897,             0.96933,             0.89116,           0.0089145,           0.0027403,           0.0023585,           0.0025948,           0.0025948,           0.0025948
                 376,            0.018961,           0.0068437,           0.0073854,             0.95065,             0.99897,             0.96933,             0.89116,           0.0089145,           0.0027403,           0.0023585,            0.002575,            0.002575,            0.002575
                 377,            0.015424,           0.0059121,           0.0072836,             0.95018,             0.99828,             0.96719,             0.87287,           0.0079811,           0.0026913,           0.0023447,           0.0025552,           0.0025552,           0.0025552
                 378,            0.014101,           0.0065337,            0.006286,             0.95067,             0.99889,             0.96719,             0.87972,           0.0080551,            0.002664,            0.002316,           0.0025354,           0.0025354,           0.0025354
                 379,            0.016435,           0.0058499,           0.0054837,             0.95074,             0.99899,             0.96719,             0.89384,           0.0069086,           0.0025449,           0.0022961,           0.0025156,           0.0025156,           0.0025156
                 380,            0.013715,           0.0070893,           0.0080604,             0.95074,             0.99899,             0.96719,             0.89384,           0.0069086,           0.0025449,           0.0022961,           0.0024958,           0.0024958,           0.0024958
                 381,            0.013539,           0.0076536,           0.0045139,             0.95124,             0.99947,             0.96719,             0.89284,           0.0065402,           0.0024786,           0.0022827,            0.002476,            0.002476,            0.002476
                 382,            0.015571,           0.0065283,           0.0061173,             0.95155,             0.99974,             0.96719,             0.86352,            0.010456,           0.0028017,           0.0022754,           0.0024562,           0.0024562,           0.0024562
                 383,            0.019641,           0.0075478,            0.004041,             0.95088,             0.99904,             0.96531,             0.87889,           0.0076556,           0.0025647,           0.0022699,           0.0024364,           0.0024364,           0.0024364
                 384,            0.015799,           0.0060934,            0.008646,             0.95088,             0.99904,             0.96531,             0.87889,           0.0076556,           0.0025647,           0.0022699,           0.0024166,           0.0024166,           0.0024166
                 385,             0.01205,           0.0068558,           0.0056329,             0.95102,             0.99905,             0.96531,             0.90351,           0.0063262,           0.0024387,            0.002259,           0.0023968,           0.0023968,           0.0023968
                 386,            0.013627,           0.0071317,            0.006156,             0.95038,             0.99841,             0.96531,             0.88313,           0.0069772,           0.0025164,           0.0022462,            0.002377,            0.002377,            0.002377
                 387,            0.016606,           0.0065704,           0.0063379,             0.95188,                   1,             0.96531,             0.86989,           0.0079822,           0.0025913,           0.0022286,           0.0023572,           0.0023572,           0.0023572
                 388,            0.016342,           0.0075874,           0.0051266,             0.95188,                   1,             0.96531,             0.86989,           0.0079822,           0.0025913,           0.0022286,           0.0023374,           0.0023374,           0.0023374
                 389,            0.014196,           0.0075029,           0.0047359,             0.95115,             0.99887,             0.96531,             0.88185,           0.0070683,           0.0025184,           0.0022183,           0.0023176,           0.0023176,           0.0023176
                 390,            0.015272,           0.0055665,           0.0058318,             0.95068,             0.99829,             0.96531,             0.81889,           0.0084213,            0.002625,            0.002201,           0.0022978,           0.0022978,           0.0022978
                 391,            0.016817,           0.0072205,            0.005206,             0.94892,             0.99736,             0.96531,             0.89436,           0.0064723,            0.002471,           0.0022065,            0.002278,            0.002278,            0.002278
                 392,             0.01542,           0.0066347,            0.007456,             0.94892,             0.99736,             0.96531,             0.89436,           0.0064723,            0.002471,           0.0022065,           0.0022582,           0.0022582,           0.0022582
                 393,            0.013591,            0.005578,           0.0069329,             0.94387,             0.99754,             0.96531,              0.9191,           0.0061933,           0.0024475,           0.0022304,           0.0022384,           0.0022384,           0.0022384
                 394,            0.013876,           0.0057945,           0.0056743,             0.94102,             0.99764,             0.96531,             0.87347,           0.0078361,            0.002598,           0.0022432,           0.0022186,           0.0022186,           0.0022186
                 395,            0.015995,           0.0060005,           0.0039487,             0.93921,             0.99773,             0.96531,             0.90279,           0.0063309,           0.0024377,           0.0022643,           0.0021988,           0.0021988,           0.0021988
                 396,            0.015372,           0.0066141,           0.0042479,             0.93921,             0.99773,             0.96531,             0.90279,           0.0063309,           0.0024377,           0.0022643,            0.002179,            0.002179,            0.002179
                 397,            0.013968,           0.0058647,           0.0063874,             0.93766,             0.99776,             0.96531,             0.88803,           0.0058741,           0.0024346,           0.0022957,           0.0021592,           0.0021592,           0.0021592
                 398,            0.012698,           0.0056387,            0.002819,             0.93693,             0.99782,             0.96531,             0.87965,           0.0071987,           0.0025296,           0.0022963,           0.0021394,           0.0021394,           0.0021394
                 399,             0.01496,           0.0065998,           0.0032684,              0.9368,              0.9978,             0.96531,             0.89785,            0.006767,           0.0025288,           0.0023016,           0.0021196,           0.0021196,           0.0021196
                 400,            0.016057,            0.006061,           0.0064813,              0.9368,              0.9978,             0.96531,             0.89785,            0.006767,           0.0025288,           0.0023016,           0.0020998,           0.0020998,           0.0020998
                 401,            0.014367,           0.0060918,           0.0062385,             0.93671,             0.99782,             0.96531,             0.89662,            0.006754,            0.002516,           0.0022955,             0.00208,             0.00208,             0.00208
                 402,            0.012956,           0.0057164,           0.0055727,             0.93681,             0.99782,             0.96531,             0.86694,           0.0076594,           0.0025737,           0.0022821,           0.0020602,           0.0020602,           0.0020602
                 403,            0.016696,           0.0060121,           0.0035912,             0.93724,             0.99784,             0.96531,             0.88285,           0.0066024,           0.0024915,           0.0022746,           0.0020404,           0.0020404,           0.0020404
                 404,            0.013797,           0.0057526,           0.0045882,             0.93724,             0.99784,             0.96531,             0.88285,           0.0066024,           0.0024915,           0.0022746,           0.0020206,           0.0020206,           0.0020206
                 405,            0.012257,           0.0067134,           0.0086239,             0.93712,             0.99782,             0.96531,             0.91229,           0.0057669,            0.002403,           0.0022821,           0.0020008,           0.0020008,           0.0020008
                 406,             0.01424,           0.0068016,           0.0074634,             0.93668,             0.99781,             0.96531,             0.89627,           0.0060957,           0.0024317,           0.0023003,            0.001981,            0.001981,            0.001981
                 407,            0.012944,           0.0065282,           0.0072742,             0.93746,             0.99773,             0.96875,             0.89902,            0.007038,           0.0024942,            0.002291,           0.0019612,           0.0019612,           0.0019612
                 408,            0.014765,           0.0058179,           0.0053571,             0.93746,             0.99773,             0.96875,             0.89902,            0.007038,           0.0024942,            0.002291,           0.0019414,           0.0019414,           0.0019414
                 409,            0.012908,           0.0068301,            0.006433,             0.93805,             0.99767,             0.96875,             0.90578,           0.0070592,           0.0024831,           0.0022858,           0.0019216,           0.0019216,           0.0019216
                 410,            0.013148,           0.0066733,            0.003825,             0.94008,             0.99762,             0.96719,             0.89475,           0.0061978,           0.0024092,           0.0022523,           0.0019018,           0.0019018,           0.0019018
                 411,            0.015476,           0.0069515,            0.003798,              0.9417,             0.99755,             0.96719,             0.89553,           0.0065076,           0.0024423,           0.0022239,            0.001882,            0.001882,            0.001882
                 412,            0.013234,           0.0065801,           0.0057673,              0.9417,             0.99755,             0.96719,             0.89553,           0.0065076,           0.0024423,           0.0022239,           0.0018622,           0.0018622,           0.0018622
                 413,            0.014712,           0.0067302,           0.0057101,              0.9434,             0.99748,             0.96933,             0.88224,           0.0065384,           0.0024494,            0.002212,           0.0018424,           0.0018424,           0.0018424
                 414,            0.014187,           0.0056572,            0.005203,             0.94565,             0.99747,             0.96933,             0.88816,           0.0059992,           0.0023864,           0.0021745,           0.0018226,           0.0018226,           0.0018226
                 415,            0.014982,           0.0069962,           0.0061397,               0.948,             0.99741,              0.9708,             0.88963,           0.0063978,           0.0024299,           0.0021548,           0.0018028,           0.0018028,           0.0018028
                 416,            0.014165,            0.006095,           0.0072598,               0.948,             0.99741,              0.9708,             0.88963,           0.0063978,           0.0024299,           0.0021548,            0.001783,            0.001783,            0.001783
                 417,            0.012688,           0.0069592,           0.0063706,              0.9497,             0.99775,             0.96933,              0.8992,            0.005791,           0.0023891,           0.0021388,           0.0017632,           0.0017632,           0.0017632
                 418,            0.014569,             0.00799,            0.004618,             0.95103,             0.99934,              0.9708,             0.90456,           0.0059733,           0.0023927,            0.002123,           0.0017434,           0.0017434,           0.0017434
                 419,            0.012977,            0.006267,           0.0065465,             0.95004,             0.99818,              0.9708,             0.90023,           0.0068608,           0.0024695,           0.0021169,           0.0017236,           0.0017236,           0.0017236
                 420,            0.013618,           0.0055916,           0.0051111,             0.95004,             0.99818,              0.9708,             0.90023,           0.0068608,           0.0024695,           0.0021169,           0.0017038,           0.0017038,           0.0017038
                 421,            0.014683,           0.0057252,           0.0057845,             0.94924,              0.9975,              0.9708,             0.91431,            0.006434,           0.0024316,           0.0021147,            0.001684,            0.001684,            0.001684
                 422,            0.013377,           0.0062749,           0.0065292,             0.94883,             0.99751,              0.9708,             0.90015,           0.0071262,           0.0025084,           0.0021159,           0.0016642,           0.0016642,           0.0016642
                 423,            0.014845,           0.0052962,           0.0075331,             0.94756,             0.99755,             0.96875,             0.90756,            0.005994,           0.0024084,           0.0021074,           0.0016444,           0.0016444,           0.0016444
                 424,            0.012237,           0.0063017,           0.0054991,             0.94756,             0.99755,             0.96875,             0.90756,            0.005994,           0.0024084,           0.0021074,           0.0016246,           0.0016246,           0.0016246
                 425,            0.012683,           0.0064238,           0.0028191,             0.94804,             0.99756,             0.96719,             0.89771,           0.0057898,           0.0024061,           0.0020821,           0.0016048,           0.0016048,           0.0016048
                 426,             0.01261,           0.0064831,           0.0036978,             0.94838,             0.99761,             0.96875,             0.90123,           0.0057678,           0.0023838,           0.0020647,            0.001585,            0.001585,            0.001585
                 427,            0.013938,           0.0064122,           0.0046142,             0.94791,             0.99757,             0.96719,             0.88994,           0.0070484,           0.0024777,           0.0020574,           0.0015652,           0.0015652,           0.0015652
                 428,            0.014375,           0.0064747,           0.0050828,             0.94791,             0.99757,             0.96719,             0.88994,           0.0070484,           0.0024777,           0.0020574,           0.0015454,           0.0015454,           0.0015454
                 429,            0.013557,           0.0061172,           0.0059946,             0.94849,              0.9976,             0.96719,             0.87973,           0.0071756,           0.0024785,           0.0020424,           0.0015256,           0.0015256,           0.0015256
                 430,            0.014157,           0.0072707,           0.0065013,             0.94908,             0.99759,             0.96719,              0.8863,           0.0061355,           0.0024278,           0.0020304,           0.0015058,           0.0015058,           0.0015058
                 431,            0.012687,           0.0064095,           0.0064001,             0.95131,             0.99961,             0.96719,             0.90833,           0.0054695,           0.0023412,           0.0020061,            0.001486,            0.001486,            0.001486
                 432,            0.011857,           0.0062128,           0.0031808,             0.95131,             0.99961,             0.96719,             0.90833,           0.0054695,           0.0023412,           0.0020061,           0.0014662,           0.0014662,           0.0014662
                 433,            0.012054,           0.0071325,           0.0056624,             0.95182,                   1,             0.96719,             0.89783,            0.005679,           0.0023588,           0.0019939,           0.0014464,           0.0014464,           0.0014464
                 434,            0.013305,           0.0057804,            0.003746,             0.95091,             0.99871,             0.96719,             0.90661,             0.00534,           0.0023302,           0.0019828,           0.0014266,           0.0014266,           0.0014266
                 435,            0.012607,           0.0060329,           0.0030595,             0.94991,             0.99775,             0.96719,             0.88509,           0.0070955,             0.00247,           0.0019783,           0.0014068,           0.0014068,           0.0014068
                 436,            0.013918,           0.0061363,           0.0047607,             0.94991,             0.99775,             0.96719,             0.88509,           0.0070955,             0.00247,           0.0019783,            0.001387,            0.001387,            0.001387
                 437,            0.011353,           0.0046614,           0.0043566,             0.94852,             0.99784,             0.96875,             0.90931,           0.0060084,           0.0023693,           0.0019751,           0.0013672,           0.0013672,           0.0013672
                 438,             0.01372,            0.006244,           0.0041289,              0.9471,             0.99784,             0.96875,             0.87677,           0.0066424,           0.0024034,           0.0019712,           0.0013474,           0.0013474,           0.0013474
                 439,            0.013422,           0.0070057,           0.0058733,              0.9467,             0.99785,             0.96875,             0.91224,           0.0057163,           0.0023228,           0.0019755,           0.0013276,           0.0013276,           0.0013276
                 440,            0.012036,           0.0049756,           0.0043485,              0.9467,             0.99785,             0.96875,             0.91224,           0.0057163,           0.0023228,           0.0019755,           0.0013078,           0.0013078,           0.0013078
                 441,            0.011235,           0.0054496,           0.0062125,             0.94626,             0.99786,             0.96719,             0.90381,           0.0050035,           0.0022645,           0.0019765,            0.001288,            0.001288,            0.001288
                 442,            0.012728,           0.0070788,           0.0055549,             0.94532,             0.99785,              0.9708,             0.90845,           0.0051992,            0.002277,           0.0019769,           0.0012682,           0.0012682,           0.0012682
                 443,            0.011035,           0.0057508,           0.0031729,             0.94445,             0.99787,              0.9708,             0.90543,           0.0059739,           0.0023659,           0.0019814,           0.0012484,           0.0012484,           0.0012484
                 444,            0.011433,           0.0045513,           0.0062789,             0.94445,             0.99787,              0.9708,             0.90543,           0.0059739,           0.0023659,           0.0019814,           0.0012286,           0.0012286,           0.0012286
                 445,            0.010982,           0.0048487,           0.0029806,             0.94421,             0.99785,              0.9708,             0.89487,           0.0061811,            0.002381,           0.0019787,           0.0012088,           0.0012088,           0.0012088
                 446,            0.012428,           0.0059849,           0.0030958,             0.94461,             0.99784,              0.9708,             0.91666,           0.0054953,           0.0022977,           0.0019751,            0.001189,            0.001189,            0.001189
                 447,            0.011957,           0.0070107,           0.0050592,             0.94449,             0.99779,              0.9708,             0.89124,           0.0060894,           0.0023532,             0.00197,           0.0011692,           0.0011692,           0.0011692
                 448,            0.012187,           0.0061556,           0.0074952,             0.94449,             0.99779,              0.9708,             0.89124,           0.0060894,           0.0023532,             0.00197,           0.0011494,           0.0011494,           0.0011494
                 449,            0.012634,           0.0052319,             0.01358,             0.94534,             0.99778,              0.9708,             0.89745,           0.0058606,           0.0023187,           0.0019564,           0.0011296,           0.0011296,           0.0011296
                 450,            0.012841,           0.0063264,           0.0077947,             0.94654,              0.9977,             0.97135,             0.90838,             0.00574,           0.0023023,           0.0019502,           0.0011098,           0.0011098,           0.0011098
                 451,             0.01195,           0.0055926,           0.0067516,             0.94848,             0.99761,             0.97135,              0.9323,           0.0053892,           0.0022577,           0.0019423,             0.00109,             0.00109,             0.00109
                 452,            0.012376,           0.0070909,           0.0061401,             0.94848,             0.99761,             0.97135,              0.9323,           0.0053892,           0.0022577,           0.0019423,           0.0010702,           0.0010702,           0.0010702
                 453,            0.012678,           0.0066394,           0.0065532,             0.95056,             0.99807,             0.97341,             0.91541,           0.0055387,           0.0022623,           0.0019479,           0.0010504,           0.0010504,           0.0010504
                 454,            0.011516,           0.0067792,            0.005827,             0.95145,              0.9993,             0.97341,             0.93195,           0.0052576,           0.0022323,           0.0019554,           0.0010306,           0.0010306,           0.0010306
                 455,            0.010966,           0.0060312,           0.0040379,             0.95156,             0.99978,             0.97341,             0.91636,            0.005571,           0.0022605,            0.001969,           0.0010108,           0.0010108,           0.0010108
                 456,            0.010325,            0.006017,           0.0034029,             0.95156,             0.99978,             0.97341,             0.91636,            0.005571,           0.0022605,            0.001969,            0.000991,            0.000991,            0.000991
                 457,             0.01129,           0.0057042,           0.0035621,             0.95013,             0.99816,             0.97472,             0.91434,            0.005645,           0.0022695,           0.0019787,           0.0009712,           0.0009712,           0.0009712
                 458,             0.01184,           0.0070915,           0.0045442,             0.94844,             0.99707,             0.97472,             0.93554,           0.0051304,           0.0022225,           0.0019931,           0.0009514,           0.0009514,           0.0009514
                 459,             0.01163,           0.0066801,           0.0030219,             0.94689,             0.99709,             0.97604,             0.93204,           0.0056721,            0.002272,           0.0019915,           0.0009316,           0.0009316,           0.0009316
                 460,             0.01093,           0.0054592,           0.0043908,             0.94689,             0.99709,             0.97604,             0.93204,           0.0056721,            0.002272,           0.0019915,           0.0009118,           0.0009118,           0.0009118
                 461,            0.013879,           0.0062462,           0.0054934,             0.94486,             0.99715,             0.97604,             0.92613,           0.0059253,           0.0023006,           0.0019956,            0.000892,            0.000892,            0.000892
                 462,            0.010697,           0.0055685,           0.0078428,             0.94279,             0.99725,             0.97604,             0.93223,           0.0053188,           0.0022357,            0.002001,           0.0008722,           0.0008722,           0.0008722
                 463,            0.010785,           0.0058881,           0.0037744,             0.94126,             0.99735,             0.97604,             0.91364,           0.0058698,            0.002277,           0.0020006,           0.0008524,           0.0008524,           0.0008524
                 464,             0.01092,           0.0059965,           0.0062586,             0.94126,             0.99735,             0.97604,             0.91364,           0.0058698,            0.002277,           0.0020006,           0.0008326,           0.0008326,           0.0008326
                 465,            0.010832,           0.0059872,           0.0036696,             0.94049,             0.99755,             0.97472,             0.91124,           0.0059671,           0.0022942,           0.0019931,           0.0008128,           0.0008128,           0.0008128
                 466,            0.010382,           0.0063962,            0.006852,             0.94028,             0.99759,             0.97472,             0.92662,           0.0052573,           0.0022185,           0.0019868,            0.000793,            0.000793,            0.000793
                 467,            0.011507,           0.0062871,           0.0028451,             0.94059,             0.99772,             0.97472,             0.94172,           0.0050834,           0.0022181,           0.0019676,           0.0007732,           0.0007732,           0.0007732
                 468,            0.011469,           0.0053395,           0.0062396,             0.94059,             0.99772,             0.97472,             0.94172,           0.0050834,           0.0022181,           0.0019676,           0.0007534,           0.0007534,           0.0007534
                 469,             0.01075,           0.0058226,           0.0025922,             0.94045,             0.99779,             0.97472,             0.94021,           0.0050796,           0.0022188,           0.0019609,           0.0007336,           0.0007336,           0.0007336
                 470,            0.012017,           0.0061574,           0.0038645,             0.94078,             0.99783,             0.97472,             0.93759,           0.0049468,           0.0022052,           0.0019479,           0.0007138,           0.0007138,           0.0007138
